86750	8815	5973	69179	63039
80106	5641	78007	10938	63295
69878	8187	47245	5734	71228
11579	96577	23983	48154	69374
86054	17453	77987	68860	61691
93785	80548	29909	78451	7175
67406	49664	67561	79723	73755
43262	43686	99047	48588	82415
31421	63209	4233	23438	892
27586	92205	91056	99550	77131
42252	49879	27374	40128	64161
76334	56994	8559	7610	56382
65451	38434	96514	40542	75876
73177	40694	17525	68666	36472
17978	60139	31874	47726	34669
28575	8864	5734	64458	33742
65454	5455	48185	78764	1085
4200	70022	66311	17010	56012
27693	42108	37737	43256	57429
59401	8725	29431	67067	1639
55204	99463	43742	24565	60808
12435	49871	66109	2141	45471
61914	18790	77742	77808	6492
30807	50710	90504	23073	86579
12965	31621	60929	59395	86540
72447	77737	85702	68995	94623
28957	82739	71306	35383	37168
40850	47455	35162	53234	23908
88601	2342	70333	9503	43248
97847	10838	51590	19732	85750
2857	24076	48510	65520	98933
4275	37614	34817	40740	21703
72817	37241	17079	44371	32475
88984	78808	57265	33048	93711
78626	13389	20056	36048	90439
10704	47972	44642	20267	76516
99345	21403	25932	22147	78438
92986	94727	69796	82253	58573
31090	32878	33228	93736	5189
98949	15593	71379	27415	86686
45865	3992	3724	98895	99633
63495	81783	86538	24630	86448
96964	3810	37204	74935	77926
93985	6630	85223	11974	29948
69024	24687	15925	2287	63157
62148	60742	44566	42461	26411
35650	95081	10361	65756	41983
98426	22894	95057	7460	11342
60657	95113	35166	30656	23689
95302	12919	33473	52159	47417
56906	51059	53628	40521	93765
52744	79095	83088	88438	58778
75992	87607	50717	2636	12886
83471	48985	2137	45137	53802
13430	8588	66684	41864	21926
17644	99545	47151	40485	46201
26454	33154	52727	97480	57522
49782	40312	87416	69485	70254
60539	33317	78103	73420	5697
52095	72787	7956	5709	21513
29363	73286	15661	654	2309
92570	78864	65056	86026	27284
29150	82375	85542	16973	56844
32225	19206	87540	18848	15427
72677	89310	9736	83178	61677
27219	6894	55480	70343	41505
56534	64541	23415	52413	97352
88453	24925	36610	55122	56497
15035	79420	90473	91521	77375
98857	62174	92661	64511	26010
50720	75068	16589	27642	74396
46840	30029	90988	47370	18213
80351	65449	53955	67754	26663
36376	78108	68533	34191	28845
37384	97796	10966	35125	81974
34564	32835	62860	80104	26625
560	49871	69783	28406	6327
25657	9376	65772	94784	33209
11966	88908	63807	30299	48348
37190	7119	11948	26393	51606
60476	96461	79809	28577	59096
40384	94357	6946	94163	5091
89470	76425	70169	80890	83480
50610	74116	93195	25649	55939
13927	24523	30253	86584	41726
96127	21240	91321	58789	79064
60393	34779	62667	91864	3875
65228	37961	36793	35750	58176
22394	51330	76846	89702	93566
94059	50236	69192	80998	99475
8252	92522	54224	89071	77407
51209	36333	52461	8292	66110
81115	18321	71988	74869	17745
50795	22809	75675	74718	79595
68552	61036	2081	62129	74214
32702	68729	57899	74887	99553
38154	8212	26384	17269	20434
41759	2967	98611	66918	15114
72289	64504	26469	97660	54699
49476	20720	24566	62616	70995
69495	40235	67533	91072	41754
9094	67575	23866	51868	38522
50116	90830	65953	81730	74795
18364	63197	30472	86234	11386
44802	81687	67889	59411	32190
8019	15736	48190	75420	64854
88209	51670	29633	38925	81693
99590	76780	45001	48012	25414
85553	45785	93358	75840	66186
33144	6772	8194	53804	43491
84995	60461	66230	65522	47183
25197	34084	12267	71503	27618
89252	3568	7912	76515	6315
41578	17927	9945	62505	7410
70273	15469	14302	84613	71689
38899	56311	51649	10788	44675
57608	45513	31926	29500	65709
94895	10644	3986	28262	82177
91535	8160	74834	71117	63296
24950	35684	33869	555	98770
68688	48567	52814	96433	87133
80361	62354	65307	13809	9530
8798	88425	28984	52400	75621
58882	63461	44128	92180	37973
10624	90187	56272	23896	44481
81414	41066	91900	15040	3114
15083	23115	18651	62758	87320
79920	65616	26429	92726	99597
90648	53611	46299	69373	98085
76583	19636	42656	40825	70280
88111	39805	65272	23787	79575
54688	92049	52046	48582	46165
23162	36006	12510	59077	77382
56166	74221	30022	72881	21430
2963	70979	46692	80611	50515
14569	16902	38911	12580	35416
93194	73662	52869	84631	37166
17409	68567	32937	53458	76524
76749	1069	36569	48864	42768
58641	82510	90936	92371	74243
5649	88125	70091	85794	62861
61660	52528	60196	80254	56348
831	93739	20087	32989	2976
35637	68580	31915	12080	51501
64741	28166	94212	81308	79670
81247	41177	26546	85065	4952
95595	81997	50439	38663	48318
14778	69433	30808	55054	86285
84974	81884	79737	50611	83149
96299	30359	73530	63810	94497
78758	22232	79231	98905	17058
50271	16309	32593	93225	4512
9608	40903	3795	3066	12224
92736	2769	2155	62091	40524
77655	39855	37796	96851	29754
2400	81899	81598	9066	58799
96087	33116	37048	41583	97077
41039	61286	58316	53423	92623
26497	71590	18501	24318	16444
22309	2456	46640	76456	18771
68679	99785	74372	67573	21080
98510	44804	68830	30319	54277
56721	78362	88074	63365	8608
66716	86757	54931	55838	14669
52276	57786	18381	56010	16738
23474	47092	38984	69254	98273
83805	22067	77219	13069	23165
75614	51117	92567	97200	2583
24952	9646	54768	39904	9918
35021	48389	34358	16872	83162
54319	64852	48137	32180	86737
23589	50183	27132	96024	15565
94092	58962	26042	82190	63596
38035	98619	91435	23034	91220
74039	63359	64616	68129	77763
83415	17393	68765	58682	43571
36138	92797	67650	93056	63003
2061	30073	83807	20258	74687
16917	96909	13736	8702	71829
86228	35738	99022	78994	12211
30482	20995	5199	19834	36764
69123	12942	76912	3398	31011
20163	31293	29850	4024	15545
47007	73971	80879	70434	30281
54560	92028	19720	21317	4459
23306	50401	22389	60697	93325
66724	59239	37471	82485	22940
67014	65597	51929	47948	13262
81825	86487	89584	9844	61660
22468	20267	67306	43558	51965
5420	16518	74769	18054	12353
81089	81008	86781	67419	62554
50226	94256	26592	64235	19649
90486	76328	59331	9583	63711
60298	63795	4616	63276	45576
39074	38046	85020	89118	84858
67459	22518	11436	84977	56194
56029	9833	39093	98265	78920
72769	96408	29515	99893	15274
9891	44658	21879	14918	94969
80067	82333	74255	13944	91167
18268	76646	83248	36959	49710
26435	25161	75005	63783	78866
42327	19773	82729	59669	24181
22550	76141	68770	77592	26324
10889	38252	13927	15396	27717
93585	86677	63398	23949	70627
38076	69597	48239	39329	73648
57662	15558	98297	33708	37356
39151	45846	97355	55997	19476
34499	70809	60276	41947	55363
53100	88405	42919	71581	73922
3934	67795	82717	40727	81397
5787	89	92924	441	51653
88698	59611	68203	77423	88269
83046	83773	83094	75636	7117
80959	62006	40194	59451	22588
91153	4593	55340	75769	39751
49114	90999	41702	78925	99088
30029	30356	69982	97200	43619
42790	40096	18151	49820	56974
35159	64970	88562	97110	54210
33144	26212	40790	74874	15589
10240	15493	18690	80371	39737
98929	76662	37221	38394	86511
34848	96250	86144	37936	44048
78854	76655	38487	18051	63769
56124	13287	17018	46419	60674
78278	58545	23040	50310	84422
83464	97382	85413	79903	45198
75499	65651	68740	42618	90189
25733	109	57478	68953	95889
57784	95122	43216	34284	35861
30884	44550	62503	46333	26421
41304	40051	26129	19238	39456
23386	23643	96371	67813	87387
53139	98460	80045	38517	30681
61901	71891	65263	69948	64551
87688	64638	7975	46265	21166
33678	63936	924	10319	5847
118	2372	63690	24064	33882
11818	40723	44479	53274	81342
33140	81171	31003	47705	19771
58277	11462	69333	98167	22705
98170	47641	11082	21041	49889
49374	95307	89416	26611	96506
17663	44149	99613	48959	71206
14504	31636	67171	17159	44236
66874	28342	60797	63260	15632
75813	29752	18489	15260	53131
93088	14902	51519	26726	7675
20147	13007	55389	51857	54590
5176	17291	37043	58035	46096
8660	55235	10978	12646	83427
50434	46775	77588	48978	53056
71649	25177	29419	53701	20036
652	36708	69320	2712	37535
62241	76937	98028	23564	80445
22322	25382	33885	19055	336
65919	88993	86527	2414	77202
3102	72643	99143	69923	78581
23421	37881	23007	69298	21576
9846	92601	46586	73702	47172
80958	80446	2350	76287	72753
91091	89154	41454	54517	80596
53227	11414	18020	88535	21549
67900	91950	60193	7518	33107
5781	47265	2618	2866	40810
14921	52350	54146	87153	42761
81058	68921	8928	61089	77512
4221	45145	88854	28547	19133
43727	72552	78853	82774	70534
20953	39094	32964	17093	83650
73446	90069	68508	73097	6228
47085	72979	79080	85023	82198
79785	52034	73293	2189	67000
79551	6884	30269	57604	29212
74375	27503	15575	28005	92675
22797	97982	496	39878	85276
64403	56383	58718	50138	99755
11912	76341	15847	83769	76018
79974	82577	72192	87430	96436
26986	30247	22909	42709	55259
11235	94536	55430	51545	75335
8925	12206	12151	19122	37109
14534	28055	79001	58289	96962
13390	69957	27912	8503	68829
61408	24686	18863	7008	65822
26931	64999	36980	3330	49517
42747	87054	89496	33778	58121
44485	49680	20220	22964	74112
4185	27161	51173	65212	92230
39136	88621	8215	34718	28317
60039	35975	56922	52679	84022
82763	68126	79332	25131	49261
4175	81769	20178	3452	39465
4328	11734	8668	86516	11335
77719	7005	71082	28490	41347
58243	64339	54701	2812	91809
16810	21881	76866	9749	94052
18900	61627	71416	13954	96391
15729	11447	56484	89302	98301
38928	50982	52097	60901	28488
99649	20981	8332	92802	40957
64804	99058	31869	37644	86600
61418	66098	67348	43992	12758
80441	83553	93988	40454	450
36958	63582	85811	84185	45692
19387	12430	53678	64426	82816
75076	54131	9023	28259	46035
41008	73946	77398	47090	86621
51313	99937	52789	31014	97397
14157	54106	74058	2003	69851
36898	11669	84832	61833	51070
75665	6202	19730	52056	14493
76457	76119	87243	92515	3833
16638	3590	24452	83841	1842
38291	55769	76253	83217	24777
67657	20247	32852	50523	33084
51554	41944	12336	27882	17938
70363	20755	25849	5509	31572
7434	25430	50365	61386	39226
6788	98954	81461	83129	30369
2927	91909	84505	16370	83409
2085	25808	67109	998	82694
77349	47553	19399	89359	57857
31264	98635	70875	40968	71656
76851	9548	65372	7610	56638
15110	98444	78577	39229	51025
90473	88500	49647	83662	79040
33006	71323	40327	40891	85981
16104	28156	29613	28697	84008
61489	25443	36886	30036	41808
67461	30768	12686	63318	71336
82901	15533	5654	18830	91095
39755	27096	37453	99409	32286
81693	47844	17142	98918	59287
68200	35254	10943	9941	9301
69085	76071	97400	37441	41376
17022	75482	11983	97358	55258
64717	41082	79411	21208	20410
34561	62561	24988	56332	18861
59669	18490	18238	847	54135
26651	27261	9838	30385	32359
43913	23436	78359	34737	35971
2384	18340	2397	89891	50715
57978	44331	12634	4241	66181
37207	56537	32373	363	60063
49255	11490	30046	96511	47760
25070	78991	94466	53598	63419
81058	56791	64704	29363	74633
10600	25526	62833	7952	16356
89107	11840	54326	53608	60087
47364	90253	57732	33336	86559
54656	3497	26679	35795	31084
68034	79024	42764	53400	76781
4221	69960	4585	66779	97470
94258	30456	52016	61080	12662
20803	85241	85830	21413	71891
20672	38986	76008	65083	8501
3938	32208	270	11689	91973
46116	87449	84466	37010	84279
18116	35100	84776	34909	88729
16571	45303	59371	48482	24460
56830	67852	92028	8462	97325
98780	41166	1049	55489	18085
27499	82276	36018	8580	48844
7897	44712	46039	53901	59206
94657	4235	50184	45983	36742
69340	77739	22349	57480	14969
71571	84011	57454	25965	77296
62748	16893	5428	21943	76809
23080	73835	67637	22233	63831
92863	62725	54757	71535	58310
25081	64115	45491	85777	24773
35514	8602	28722	41691	55840
93613	80706	24897	85314	30103
98682	25403	50313	64791	89137
66740	75885	38544	1680	66108
69109	4095	44303	94932	5295
43093	46924	8524	39859	90861
31618	20231	19438	91725	47840
82033	20039	62730	99655	53886
30196	20216	7231	5492	24031
51027	73972	52833	66087	5512
63868	62742	51994	47272	66357
48530	38517	28276	51663	7412
38517	47663	42039	10069	32768
72860	18506	88770	12201	18569
40345	8970	46241	6264	6974
91998	49281	3692	88880	91185
6469	18095	27767	46159	71238
21473	80158	7045	61913	2245
34495	55154	41826	34170	470
53751	54309	20927	81384	82074
26250	19851	28044	87243	28455
49572	33067	12138	87632	58869
71638	84200	40191	31036	81764
94475	18308	54428	63599	15460
41891	55798	61601	55317	9406
75347	98227	14339	89407	64782
65083	54874	51613	28497	56995
90320	54421	61997	79798	45482
82749	86925	6385	21343	70117
69310	1356	95945	86785	3531
57696	5310	80680	81571	679
40617	35083	48532	32287	86736
89654	2850	58911	23452	2312
26804	98140	6415	35219	13744
57313	98160	1688	76491	40777
17910	81652	88557	33725	21226
74210	12532	53932	88726	38768
21115	32729	4202	76283	48843
46974	6253	41766	94929	65113
32193	69113	5287	44642	36770
86341	91555	36005	80869	37986
19577	62197	2597	56893	21596
72843	15797	6680	84112	92755
84409	17589	51636	90780	62551
66161	39814	4199	87727	64784
80158	78501	73158	52214	41697
28136	54297	6666	80978	41816
4000	27597	70682	88671	51343
82303	87015	70113	84161	32566
36621	68042	19880	46937	55911
72255	12476	73941	54314	69392
3498	63768	39769	87532	62855
81268	22447	76877	65403	55017
51112	33681	54459	47971	80792
695	27684	57656	81847	17326
59607	26810	9122	8297	201
44542	88982	57011	17397	94780
73511	4741	90671	81007	66509
8406	20183	62910	71950	73043
58482	5309	9324	6555	93801
77515	63034	77745	54012	52462
46085	74618	53151	1944	84841
6685	87798	59664	58708	93963
20127	26124	1602	62969	1749
84706	24610	39722	85009	75013
30123	6361	90735	87603	22439
66515	97707	73993	21672	96488
72276	27379	16981	21187	99355
73595	48441	71578	33852	1028
52962	7399	60321	27882	59471
5081	84408	64269	69445	39164
74585	51656	78993	37557	91969
78302	41895	23570	16620	92947
49727	78382	47437	12026	15326
94524	13451	67677	73927	39463
20068	68754	63547	63320	58279
70348	27496	71001	8386	4398
92280	70355	86709	13761	21459
65376	33041	92682	45155	33939
2893	27787	88591	62514	15465
64122	94995	97615	76425	5228
18989	82270	93793	95183	18372
24239	86652	47503	37814	62450
87972	9729	33427	88563	71102
58346	24394	74542	47601	6981
80864	41600	98487	68967	30487
49999	47383	61240	83677	27982
73434	96710	69102	32392	12795
18512	65262	93378	65300	89856
50355	72981	38839	72916	71863
54799	43448	87388	95681	6379
77892	92249	74968	73284	29281
60955	19850	40567	65410	91543
86034	41002	65036	9185	49709
57505	96273	35036	30404	86751
66003	31341	8130	25967	38162
7779	20350	46544	34647	97652
91267	2687	22362	59310	77348
48542	49291	33692	66367	16543
56681	76485	96671	13189	39435
82860	21076	3683	5688	57612
97524	62739	1709	17331	85664
22088	75680	20572	13251	97206
37702	92917	77675	77956	99835
7357	93000	64677	33551	27414
90092	42411	71249	26601	75941
36890	64959	33359	25993	72946
38920	99236	13568	32136	51160
51618	96130	70213	4509	19428
65210	71898	14992	78455	30128
73002	74931	20765	6810	88872
92226	43520	62149	42939	65532
85066	68319	75791	74347	38930
84769	63152	51882	58078	54726
97110	87273	7693	36125	36877
16116	24704	27738	58784	4511
87158	30694	75262	51845	31733
3498	362	67856	26685	85474
54582	60064	11192	7620	28756
63151	8849	52386	79297	83247
95410	64896	68469	14306	55233
4798	66233	73564	80118	93814
52820	66614	30727	28518	29275
72292	85044	23295	63318	68455
75459	85236	35351	572	73259
5035	56474	23183	32985	18572
28008	19994	98226	84037	79671
21352	66682	11124	88461	59641
41470	65410	15947	82502	74634
14154	70761	30106	93177	2461
73473	28943	40915	71452	24443
90823	40015	5917	64092	94441
33947	26873	50791	41893	7747
27285	39427	32878	43781	17895
36523	2958	68571	63494	22743
92576	69883	24059	57817	53163
56649	3536	96509	3069	77178
60441	91898	8066	8117	55049
69669	43169	55386	34718	53815
8162	56301	65904	79329	699
45039	53158	22972	57600	29452
93609	96276	97335	60159	81255
9529	52089	67767	10025	73967
31759	36706	23917	6142	29707
7336	87390	26143	71856	78111
66824	2465	65714	86999	50854
2686	3215	52600	96825	59366
55475	61079	79544	26520	99808
55424	64337	35045	73369	77411
78199	47134	13017	98468	20711
87312	82683	54727	60810	27916
32844	54202	26913	9887	82084
39998	76338	86659	24597	86329
34877	50516	88925	77367	59288
38057	83962	24984	51071	16318
58460	57693	41893	98124	618
67632	80211	51773	4750	34779
80151	30657	99763	32742	7765
1858	25824	44993	51180	92560
77843	6871	93670	74292	39606
36180	76647	93223	65694	81383
99893	54313	84862	3048	60903
27933	19232	36439	61738	82348
90279	49633	83953	20879	66351
57215	28283	4706	72951	44172
61262	25124	59716	27589	6293
57303	2198	20916	28307	21538
6163	15843	14110	60033	86352
39324	85648	80620	5057	67010
57046	99910	28912	69112	10399
65918	43656	81479	24965	84679
35146	4407	60891	9369	78592
11749	6181	41129	92121	2719
94344	29118	70005	57160	2189
23561	85328	71871	21555	93527
19146	11435	18155	18198	40614
44840	44476	7377	5174	76473
41670	43260	87144	14473	24145
59645	90948	21550	37832	90650
96021	31315	85137	3756	20155
76255	70123	37443	67471	70811
58759	69371	27187	15566	80547
23119	81207	17553	69956	98692
54584	23663	9006	79327	38401
15293	39268	72744	95158	88478
18665	30501	94067	13934	91429
3971	36862	66682	59857	24182
91951	95009	82866	31867	44387
18190	12670	30154	25373	5137
3487	43452	2598	60633	18226
85736	57432	6995	75449	23149
8292	87639	23477	78436	16265
69472	1621	32989	28003	75079
22787	93749	48010	29280	73371
56667	25801	98117	42995	6385
9857	13017	77390	72941	82055
40884	1892	65729	35866	32625
63115	85482	1284	65094	56110
2283	30248	92599	31790	96799
15919	32118	20393	16726	34480
57221	61455	70477	93889	12059
9112	63915	78159	5418	99622
68744	87240	38549	8532	20017
32240	48644	36867	13728	71580
39808	12167	85735	88	76297
